OID_,Point_ID,long,lat,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
2747,32042174,-3.463408419,41.76884198,0,0,0,7.6,8.3,15.52,6.2,263,5.9,0.5,58.9,E30,U111,ES,ES4,ES41,ES412,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
2748,32042180,-3.475284759,41.82208971,0,0,0,7.6,8.15,15.14,17,315,7,1.4,223.4,F40,U112,ES,ES4,ES41,ES412,Bareland,Other bare soil,Fallow land
2749,32042218,-3.551156971,42.1592131,33,16,51,7.1,7.39,15.46,40.2,11,8,3.9,400.4,C10,U120,ES,ES4,ES41,ES412,Woodland,Broadleaved woodland,Forestry
2750,32042254,-3.624095218,42.47841502,22,25,54,7.2,7.44,20.2,58.2,208,13.7,5.8,378.2,E20,U420,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
2751,32042314,-3.748005357,43.0100356,0,0,0,7.1,7.42,17.62,50.3,398,10,4.2,227.7,C10,U420,ES,ES4,ES41,ES412,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
2752,32042344,-3.811085743,43.2756676,0,0,0,7,7.16,55.1,50.2,23,19.6,5.1,290,E20,U111,ES,ES1,ES13,ES130,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2753,32043448,-6.798498626,52.96997666,0,0,0,5.5,5.68,113.9,39.1,0,79.3,5.2,275.3,E20,U111,IE,IE0,IE06,IE062,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2754,32043520,-7.051202122,53.59659346,0,0,0,6.9,7.06,66.8,35.5,5,33.8,4.9,79.1,E20,U111,IE,IE0,IE06,IE063,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2755,32043538,-7.115798694,53.75313114,18,23,59,5.9,6.05,67.7,47.7,1,48.9,5.1,82.6,E20,U111,IE,IE0,IE06,IE062,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2756,32061656,-2.512644956,37.1558812,13,31,56,6.7,6.95,5.2,5.2,1,0,0.8,25.9,C22,U120,ES,ES6,ES61,ES611,Woodland,Pine dominated coniferous woodland,Forestry
2757,32061692,-2.57139304,37.47794024,10,65,25,7.7,8.29,15.94,22,338,24.7,0.8,53.9,B74,U111,ES,ES6,ES61,ES614,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
2758,32061916,-2.95517876,39.47761213,0,0,0,7.8,8.21,38.7,14,200,10.7,1.3,1271.6,F40,U111,ES,ES4,ES42,ES425,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
2759,32061970,-3.052651172,39.95860466,0,0,0,7.6,8.23,17.92,3,180,9.1,0.7,193.5,B82,U111,ES,ES4,ES42,ES423,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
2760,32061988,-3.085591144,40.1188449,0,0,0,7.5,7.6,13.17,4.6,282,5.1,1.1,243.2,B13,U111,ES,ES3,ES30,ES300,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2761,32062006,-3.11875917,40.2790401,0,0,0,7.5,7.9,30.4,11.4,427,39,1.2,247.3,B13,U111,ES,ES3,ES30,ES300,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2762,32062010,-3.126161026,40.31463293,0,0,0,7.6,7.75,55,18.2,364,51.7,1.2,216.6,B41,U111,ES,ES4,ES42,ES424,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
2763,32062016,-3.137285173,40.36801803,0,0,0,7.5,8.06,22.3,4.5,492,12.4,1,191.2,B52,U111,ES,ES4,ES42,ES424,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
2764,32062046,-3.193293115,40.63486897,0,0,0,7.6,8.44,13.3,6.8,165,9.9,0.4,111.7,E20,U420,ES,ES4,ES42,ES424,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
2765,32062142,-3.376956096,41.4879638,45,16,39,7.3,7.8,15.06,11.8,282,23.8,1.9,545.1,B13,U111,ES,ES4,ES41,ES417,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2766,32062150,-3.392573795,41.55899853,25,20,55,7.3,7.65,18.97,47.5,284,10.2,4.6,473.9,C10,U120,ES,ES4,ES41,ES417,Woodland,Broadleaved woodland,Forestry
2767,32062172,-3.435775865,41.75429951,0,0,0,7.6,8.16,12.33,2.9,71,17.6,0.7,251.4,B14,U111,ES,ES4,ES41,ES412,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
2768,32062178,-3.447623162,41.80755211,0,0,0,7.5,8.12,10.74,7.3,25,8.1,0.7,120.9,B13,U111,ES,ES4,ES41,ES412,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2769,32062214,-3.519297863,42.12696629,57,9,34,7.6,8.32,9.69,2.1,630,0,0.3,39.6,F40,U420,ES,ES4,ES41,ES412,Bareland,Other bare soil,Semi-natural and natural areas not in use
2770,32062244,-3.579810633,42.39301248,0,0,0,7.6,7.96,28.2,19,433,18.4,1.8,424.4,B11,U111,ES,ES4,ES41,ES412,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2771,32062286,-3.665749136,42.76527622,17,51,33,6.4,6.53,32.2,24.5,0,0,1.2,83.1,C10,U120,ES,ES4,ES41,ES412,Woodland,Broadleaved woodland,Forestry
2772,32062304,-3.70302301,42.92474638,0,0,0,7.3,7.72,14.31,47.8,326,0,1.4,107.9,D10,U111,ES,ES4,ES41,ES412,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
2773,32062352,-3.803745551,43.34979159,0,0,0,4.7,4.92,68.2,37.9,0,33,4.4,164.4,E10,U111,ES,ES1,ES13,ES130,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2774,32063684,-7.631528027,55.02541441,12,29,59,4.2,4.29,67.1,75.6,0,28.2,4.6,80.1,E30,U111,IE,IE0,IE04,IE041,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
2775,32081660,-2.496986704,37.19462711,6,55,39,6.2,6.53,5.54,14.1,0,5.2,1.1,20,C22,U120,ES,ES6,ES61,ES611,Woodland,Pine dominated coniferous woodland,Forestry
2776,32081702,-2.565587991,37.57033773,0,0,0,7.7,8.28,15.87,18.1,429,9.7,0.9,108.5,F40,U112,ES,ES6,ES61,ES614,Bareland,Other bare soil,Fallow land
2777,32081774,-2.685702951,38.21380904,9,54,37,7.3,7.54,13.36,122.8,95,7.6,2.1,83.2,C22,U120,ES,ES6,ES61,ES616,Woodland,Pine dominated coniferous woodland,Forestry
2778,32081894,-2.893223935,39.28459481,0,0,0,7.7,8.29,16.07,10.3,92,32.1,0.8,186,B82,U111,ES,ES4,ES42,ES422,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
2779,32081958,-3.007810487,39.8548443,0,0,0,7.5,8.07,14.88,11.8,386,20.6,1.2,256.8,B13,U111,ES,ES4,ES42,ES423,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2780,32082012,-3.106694226,40.33554714,0,0,0,7.4,7.48,166.8,20,558,10,2.1,238.7,B81,U111,ES,ES4,ES42,ES424,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
2781,32082146,-3.361161588,41.52667055,20,20,60,7,7.45,20.4,81.3,187,16.4,8,543.6,D20,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
2782,32082174,-3.416033112,41.77525426,0,0,0,7.5,8.06,14.52,12.8,86,0,1.2,165,E20,U420,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
2783,32082228,-3.523579783,42.25436893,20,39,41,7,7.24,13,25.7,27,5.9,2.5,241.3,D10,U120,ES,ES4,ES41,ES412,Shrubland,Shrubland with sparse tree cover,Forestry
2784,32082278,-3.625231847,42.69764756,10,52,38,5.4,5.68,10.39,31.8,1,8.5,3.2,83.8,C10,U120,ES,ES4,ES41,ES412,Woodland,Broadleaved woodland,Forestry
2785,32083622,-7.364940968,54.49159998,0,0,0,4.6,4.81,145.4,71.5,0,112.5,6.9,256.9,E20,U111,UK,UKN,UKN1,UKN16,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2786,32101744,-2.612881903,37.94877265,28,28,44,7.3,7.66,15.88,17.4,635,0,1.7,221.9,C10,U120,ES,ES6,ES61,ES614,Woodland,Broadleaved woodland,Forestry
2787,32101790,-2.690322647,38.35970572,0,0,0,7.5,8,13.92,24.8,108,9.5,1,368.3,B81,U111,ES,ES6,ES61,ES616,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
2788,32101880,-2.845752486,39.1628239,0,0,0,7.4,7.94,17.42,13,560,19.8,1.1,224.2,B53,U111,ES,ES4,ES42,ES422,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
2789,32101888,-2.859825307,39.23415632,0,0,0,7.5,8,31.2,11.1,283,38.1,1.2,416.8,B13,U111,ES,ES4,ES42,ES422,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2790,32101970,-3.006563448,39.9647943,0,0,0,7.7,8.27,16.92,7,294,20.6,0.9,214.7,B13,U111,ES,ES4,ES42,ES423,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2791,32102006,-3.072450324,40.28526583,0,0,0,7.6,7.68,235,0.2,546,18.4,1.3,136.5,B18,U111,ES,ES4,ES42,ES424,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
2792,32102010,-3.079827434,40.3208627,0,0,0,7.5,7.98,18.53,3.2,119,10.6,1.4,474.6,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2793,32102014,-3.087215897,40.35645736,0,0,0,7.6,8.1,23.8,12.9,546,7,1.9,135.7,F40,U112,ES,ES4,ES42,ES424,Bareland,Other bare soil,Fallow land
2794,32102064,-3.180539366,40.80120505,0,0,0,6.6,6.68,9.39,5.6,1,48.7,0.7,152.5,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2795,32102068,-3.188083438,40.83677007,14,42,43,6.3,6.48,8.05,14.4,1,5,1.4,110.2,C10,U120,ES,ES4,ES42,ES424,Woodland,Broadleaved woodland,Forestry
2796,32102126,-3.298799909,41.35221818,34,34,33,7.4,7.8,23,9.1,137,25,1.2,254,B13,U111,ES,ES4,ES41,ES416,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2797,32102154,-3.353152273,41.60089224,0,0,0,7.3,7.84,28.2,21.5,741,6.8,3.1,116.5,D10,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
2798,32102212,-3.467658042,42.11566802,39,16,45,7.4,7.8,13.95,24.9,249,6.3,2.6,420.1,D20,U111,ES,ES4,ES41,ES412,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
2799,32102216,-3.475651927,42.15115324,46,11,43,4.9,5.54,2.43,3.3,1,0,0.7,97.9,C10,U120,ES,ES4,ES41,ES412,Woodland,Broadleaved woodland,Forestry
2800,32102230,-3.503730369,42.27533473,30,14,56,6.8,7.05,14.04,59.7,3,7.2,5.4,574,E30,U112,ES,ES4,ES41,ES412,Grassland,Spontaneously re-vegetated surfaces,Fallow land
2801,32102244,-3.53196502,42.3994902,0,0,0,7.3,7.59,17.47,25.2,55,40.2,2.9,282.5,B11,U111,ES,ES4,ES41,ES412,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2802,32102252,-3.548169696,42.47042451,0,0,0,7.6,7.94,18.41,13.9,440,19.9,1.7,340.2,B11,U111,ES,ES4,ES41,ES412,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2803,32102284,-3.613506817,42.75407716,17,53,30,7.4,7.76,13.61,15.2,97,0,1.5,128.8,E30,U410,ES,ES4,ES41,ES412,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
2804,32102294,-3.63409632,42.84269092,29,18,53,7,7.26,16.67,49.6,27,0,3.3,211.1,C22,U420,ES,ES4,ES41,ES412,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
2805,32102316,-3.679684317,43.03759491,0,0,0,7,7.32,21.4,49.4,263,12.8,4,275.4,E20,U111,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2806,32103428,-6.642926529,52.80808518,12,37,50,4.5,4.68,84.3,41.8,0,40,4.2,105,E20,U111,IE,IE0,IE06,IE062,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2807,32103454,-6.731845213,53.0345961,12,33,54,4.5,4.7,93.2,51.9,0,24.4,6.4,38.8,E20,U362,IE,IE0,IE06,IE062,Grassland,Grassland without tree/shrub cover,Sport
2808,32121666,-2.462389451,37.25420991,6,59,35,7,7.46,10.89,9.9,22,0,1.2,89.7,D20,U420,ES,ES6,ES61,ES611,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
2809,32121800,-2.684791177,38.45200346,19,37,43,7.3,7.55,26.2,64,155,0,2.2,190.1,D10,U420,ES,ES6,ES61,ES616,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
2810,32121918,-2.890090433,39.50463351,0,0,0,7.7,8.17,16.88,11.5,190,27.5,1.1,204.1,B54,U111,ES,ES4,ES42,ES423,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
2811,32122008,-3.052973887,40.30617023,0,0,0,7.6,8.27,17.61,7,606,0,0.7,150.5,B81,U111,ES,ES4,ES42,ES424,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
2812,32122062,-3.153439365,40.78655492,23,28,49,5.7,6.14,4.39,6,1,28.8,0.8,163.2,B11,U111,ES,ES4,ES42,ES424,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2813,32122110,-3.244522211,41.21322933,26,19,56,4.2,4.7,7.23,42,0,4.8,2.2,77.3,C22,U120,ES,ES4,ES42,ES424,Woodland,Pine dominated coniferous woodland,Forestry
2814,32122124,-3.271410083,41.33761721,26,22,52,7.1,7.25,38.4,36.6,22,7.1,4.2,315.4,E20,U410,ES,ES4,ES41,ES416,Grassland,Grassland without tree/shrub cover,Abandoned areas
2815,32122142,-3.306196929,41.49750562,31,26,43,7.3,7.72,20.6,18.8,669,0,2.5,283.3,C10,U420,ES,ES4,ES41,ES417,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
2816,32122196,-3.412042785,41.97690989,26,23,51,7.4,7.84,17.75,24,117,0,2.2,119.3,C33,U420,ES,ES4,ES41,ES412,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
2817,32122286,-3.593549134,42.7750548,26,19,55,7.1,7.39,15.83,53.2,8,6,4.9,252.5,E20,U111,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2818,32122350,-3.726644421,43.34197574,0,0,0,6.6,6.84,40.3,142.6,63,30.1,9.7,201.2,C10,U420,ES,ES1,ES13,ES130,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
2819,32141694,-2.485706338,37.50766419,12,56,32,7.7,8.35,12.68,5.3,242,6.1,0.6,35.6,B11,U111,ES,ES6,ES61,ES614,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2820,32141730,-2.544884464,37.82958554,12,56,32,7.6,8.17,14.5,12.6,815,0,1.3,107.8,C22,U120,ES,ES6,ES61,ES614,Woodland,Pine dominated coniferous woodland,Forestry
2821,32141832,-2.716929168,38.74067309,0,0,0,7.6,8.08,13.06,21.1,217,9,1.9,634.7,B74,U111,ES,ES4,ES42,ES422,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
2822,32141874,-2.789706651,39.11539311,0,0,0,7.6,8.14,19.22,17.9,672,25.3,1.2,176.7,F40,U112,ES,ES4,ES42,ES421,Bareland,Other bare soil,Fallow land
2823,32141878,-2.796698184,39.15106768,0,0,0,7.4,8,18.63,12.8,690,20.8,1.3,123.8,B11,U111,ES,ES4,ES42,ES421,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2824,32141946,-2.917190941,39.7571908,0,0,0,7.6,7.98,22.3,20.8,341,37.8,1.7,262.2,E30,U112,ES,ES4,ES42,ES423,Grassland,Spontaneously re-vegetated surfaces,Fallow land
2825,32141958,-2.938779875,39.86408654,0,0,0,7,7.64,19.68,11.7,220,9.7,1.2,223.9,F40,U112,ES,ES4,ES42,ES423,Bareland,Other bare soil,Fallow land
2826,32142000,-3.015126236,40.23806426,0,0,0,7.5,7.52,233,16,230,5.4,1.9,233.9,B12,U111,ES,ES4,ES42,ES424,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
2827,32142004,-3.022461646,40.27366847,0,0,0,7.5,7.6,239,11.4,181,24.6,1.3,221,E30,U112,ES,ES4,ES42,ES424,Grassland,Spontaneously re-vegetated surfaces,Fallow land
2828,32142022,-3.055610963,40.43386015,0,0,0,7.6,8.15,18.88,10.6,134,18.4,1,218.4,F40,U112,ES,ES4,ES42,ES424,Bareland,Other bare soil,Fallow land
2829,32142036,-3.081553104,40.55842292,0,0,0,7.5,7.91,12.92,6.6,10,30.6,0.8,212.5,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2830,32142054,-3.115113923,40.71853562,0,0,0,6.5,7.03,22.1,6.4,2,31.3,1,122.8,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2831,32142066,-3.137617941,40.82525285,0,0,0,7.4,7.8,16.71,5.9,50,14.3,0.7,266.4,F40,U112,ES,ES4,ES42,ES424,Bareland,Other bare soil,Fallow land
2832,32142076,-3.156451373,40.91416889,0,0,0,7.4,7.87,13.28,9.4,87,10.6,1.1,505.5,B41,U111,ES,ES4,ES42,ES424,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
2833,32142120,-3.240193398,41.30523837,19,40,41,7,7.24,15.22,23.7,59,7,2.7,326.8,D20,U420,ES,ES4,ES41,ES416,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
2834,32142126,-3.251724403,41.35854576,17,45,38,7.5,8.17,10.15,4.3,19,3.1,0.3,167.7,E20,U420,ES,ES4,ES41,ES417,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
2835,32142130,-3.259426765,41.39408132,35,26,38,7.6,8,12.3,25.3,174,22.6,1.2,259.8,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2836,32142162,-3.321481653,41.67828843,0,0,0,7.4,8.15,14.29,8.1,278,9.5,0.6,73.8,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2837,32142180,-3.356731415,41.83809465,15,57,28,7,7.28,10.7,8.6,3,0,0.8,130.3,D10,U120,ES,ES4,ES41,ES412,Shrubland,Shrubland with sparse tree cover,Forestry
2838,32142198,-3.39223178,41.99785764,26,15,59,6.9,7.25,22.9,37.4,0,0,4.1,142.5,E20,U111,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2839,32142202,-3.400155026,42.03335467,15,44,40,5.5,5.75,42.7,27.7,0,11.4,2.3,125.3,C33,U120,ES,ES4,ES41,ES412,Woodland,Other mixed woodland,Forestry
2840,32142238,-3.472030976,42.35273236,0,0,0,7.4,7.71,15.01,20,31,73.1,2.4,485.7,B11,U111,ES,ES4,ES41,ES412,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2841,32142246,-3.488143143,42.42368188,0,0,0,7.3,7.71,12.72,9.7,172,17.1,1.5,88,E10,U420,ES,ES4,ES41,ES412,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
2842,32143506,-6.854282119,53.49564653,0,0,0,7.4,7.53,76.2,65.5,174,37.5,5.9,142.3,F40,U410,IE,IE0,IE06,IE062,Bareland,Other bare soil,Abandoned areas
2843,32143584,-7.134259641,54.17418121,20,20,60,4.8,4.91,71.3,59,0,25.1,5.9,86.1,E20,U111,IE,IE0,IE04,IE041,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2844,32143588,-7.148915024,54.20895417,0,0,0,6.1,6.22,48.4,37.9,0,15.3,4.4,82.4,E20,U111,IE,IE0,IE04,IE041,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2845,32161702,-2.476519237,37.58216859,10,70,20,7.7,8.24,23.6,6.3,190,13.4,0.8,86.2,G21,U420,ES,ES6,ES61,ES614,Water,Inland fresh running water,Semi-natural and natural areas not in use
2846,32161828,-2.687430224,38.70797986,21,27,53,7.4,7.81,17.39,58.2,329,7.5,3.1,173.5,D20,U420,ES,ES4,ES42,ES422,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
2847,32161854,-2.732203523,38.940006,23,44,33,7.6,8.08,21,17.6,561,33.4,1.9,396.8,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2848,32161876,-2.770432894,39.13626085,0,0,0,7.4,7.96,20.2,18.8,300,34.5,1.5,294.1,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2849,32161882,-2.780914352,39.18977302,0,0,0,7.7,8.22,16.33,13.1,330,29.9,1.4,656.4,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2850,32161894,-2.801948803,39.29678214,0,0,0,7.6,8.26,17.82,6.2,321,20,0.9,368.2,F40,U112,ES,ES4,ES42,ES422,Bareland,Other bare soil,Fallow land
2851,32161908,-2.826610193,39.4216005,0,0,0,7.7,8.21,18.01,6.2,159,28.1,0.6,433.5,B82,U111,ES,ES4,ES42,ES423,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
2852,32161912,-2.833680399,39.45725784,0,0,0,7.6,8.03,20.9,9.3,150,14.4,0.9,221.6,A22,U312,ES,ES4,ES42,ES423,Artificial land,Non built-up linear features,Road transport
2853,32161998,-2.988326155,40.2233511,0,0,0,7.3,7.72,34.6,13.6,331,14.8,1.3,259.1,B15,U111,ES,ES4,ES42,ES424,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
2854,32162002,-2.995643578,40.25895841,0,0,0,7.6,7.7,222,9.8,517,17.1,0.8,161.9,B81,U111,ES,ES4,ES42,ES424,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
2855,32162008,-3.006640822,40.31236526,0,0,0,7.6,8.13,15.49,6.1,423,23.5,1,200.6,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2856,32162034,-3.054590075,40.54373779,0,0,0,7.4,7.85,28.2,5.5,177,27.5,1.3,360.2,F40,U112,ES,ES4,ES42,ES424,Bareland,Other bare soil,Fallow land
2857,32162062,-3.106768564,40.79280482,0,0,0,7.5,7.84,45.4,14.5,161,13,1.6,426.2,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2858,32162080,-3.140611767,40.95286297,0,0,0,7.5,7.95,17.4,9,672,13.3,0.9,146.8,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2859,32162098,-3.174692294,41.11287719,21,22,57,4.5,5.07,2.86,12.4,1,7.5,1.7,76.7,C33,U120,ES,ES4,ES42,ES424,Woodland,Other mixed woodland,Forestry
2860,32162128,-3.232026686,41.37947032,35,17,47,7.5,7.91,16.85,18.5,335,20.8,1.5,399.1,F40,U112,ES,ES4,ES41,ES417,Bareland,Other bare soil,Fallow land
2861,32162134,-3.243574353,41.43277441,17,31,52,7.2,7.39,40.4,63.1,164,11.6,4.6,373.4,C33,U420,ES,ES4,ES41,ES417,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
2862,32162182,-3.336939651,41.8590335,25,20,55,7.1,7.24,30.2,51.2,27,5.8,4.4,493.9,C23,U420,ES,ES4,ES41,ES412,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
2863,32162236,-3.444107125,42.33820831,33,16,51,7.3,7.92,12.51,5.9,118,17.7,1,128.2,B11,U111,ES,ES4,ES41,ES412,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
2864,32162250,-3.472267404,42.46237585,0,0,0,7.3,7.62,22.2,53.8,380,18.6,3.4,308.8,E20,U111,ES,ES4,ES41,ES412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2865,32162304,-3.582368634,42.94106642,0,0,0,7.2,7.64,10.97,12.8,8,16.9,1.5,120.5,B13,U111,ES,ES4,ES41,ES412,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
2866,32162314,-3.603019913,43.02967092,0,0,0,7.3,7.69,14.89,31.9,265,13.7,3.5,498,E30,U112,ES,ES4,ES41,ES412,Grassland,Spontaneously re-vegetated surfaces,Fallow land
2867,32162358,-3.694878199,43.41937594,0,0,0,4.9,5.43,15.28,34,1,33,3.7,149.8,E20,U111,ES,ES1,ES13,ES130,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2868,32163460,-6.66501077,53.09918152,0,0,0,5,5.02,159.7,89.1,2,0,9.2,164.7,E20,U111,IE,IE0,IE06,IE062,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2869,32163640,-7.311961808,54.66506922,0,0,0,4.1,4.3,60.7,26.2,0,44.7,3.3,73.1,E20,U111,UK,UKN,UKN1,UKN16,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
2870,32181636,-2.347826139,36.99444741,13,34,53,6.9,7.16,6.7,12.1,1,11.5,1.5,141.7,D10,U420,ES,ES6,ES61,ES611,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
2871,32181684,-2.424966215,37.42408636,34,23,43,7.6,8.38,8.62,3.2,87,0,0.3,90.8,C22,U120,ES,ES6,ES61,ES611,Woodland,Pine dominated coniferous woodland,Forestry
